player;team;appearances;average_rating;fantasy_average;goals;goals_conceded;penalties;penalties_saved;assists;yellow_cards;red_cards;season
Sarr M.;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Ujkani;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Murillo;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Cerri;CAG;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Llorente;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Marchetti;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
La Gumina;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Capradossi;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Nainggolan;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Iago Falque;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Brignoli;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Peluso;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Scuffet;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Mantovani;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Edera;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Cordaz;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Aresti;CAG;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Jankto;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Lirola;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Ragusa;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Plizzari;MIL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Satalino;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Lyanco;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Felicioli;VEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Cassata;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Santurro;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Romagna;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Pezzella Ger.;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Leris;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Lukaku;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Ceter;CAG;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Calabresi;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Kouame';FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Fuzato;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Rosati;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Opoku;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Imperiale;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Contini;NAP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Romero;ATA;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Millico;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Armini;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Jagiello;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Lazaro;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Vavro;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Tripaldelli;CAG;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Agoume;INT;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Denswil;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Tomiyasu;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Cristo;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Andrenacci;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Fagioli;JUV;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Cangiano;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Empereur;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Obiang;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Tutino;NAP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Benkovic;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Tuanzebe;NAP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Turati;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Czyborra;GEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Villar;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Haraslin;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Baldursson;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Ballarini;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Ladinetti;CAG;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Manzari;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Gagliano;CAG;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Dalle Mura;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Escalante;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Krapikas;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Ramos;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Segre;TOR;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Ruegg;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Boer;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Alia;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Hauge;MIL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Leo' Sena;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Amione;VER;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Gasparini;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Rojas;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Oddei;SAS;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Reynolds;ROM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Cortinovis;ATA;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Furlan;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Damiani;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Moreo;EMP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Ferrarini;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Munteanu;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Sy;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Boultam;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Cavion;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Kristoffersen;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Kaique Rocha;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Kornvig;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Bjarkason;VEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Pecile;VEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Taugourdeau;VEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Bocalon;VEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Adamonis;LAZ;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
De Luca;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Bianco;FIO;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Yepes;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Marfella;NAP;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Bertinato;VEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Holm;SPE;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Molla;BOL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Ihattaren;SAM;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Russo;SAL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Piana;UDI;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Neri;VEN;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
De Winter;JUV;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Lazetic;MIL;0;0.0;0.0;0;0;0 / 0;0;0;0;0;2021-22
Muriel;ATA;32;6.64;8.89;22;0;2 / 3;0;9;0;0;2020-21
Lukaku;INT;35;0.66;8.86;24;0;6 / 6;0;9;4;0;2020-21
Ronaldo;JUV;33;6.35;8.82;29;0;6 / 8;0;2;3;0;2020-21
Ibrahimovic;MIL;18;6.31;8.31;15;0;3 / 6;0;2;2;1;2020-21
Berardi;SAS;30;6.52;8.28;17;0;7 / 8;0;7;4;0;2020-21
Insigne;NAP;35;6.44;8.13;19;0;7 / 8;0;7;2;1;2020-21
Vlahovic;FIO;36;6.17;7.96;21;0;6 / 6;0;2;1;0;2020-21
Gomez;ATA;10;6.55;7.95;4;0;0 / 0;0;2;0;0;2020-21
Martinez L.;INT;38;6.39;7.8;17;0;2 / 2;0;5;5;0;2020-21
Zapata D.;ATA;37;6.32;7.78;15;0;1 / 1;0;9;0;0;2020-21
Caputo;SAS;24;6.17;7.69;11;0;3 / 3;0;4;1;0;2020-21
Simy;CRO;38;6.07;7.68;20;0;8 / 8;0;2;1;0;2020-21
Mkhitaryan;ROM;34;6.25;7.66;13;0;1 / 1;0;10;2;0;2020-21
Immobile;LAZ;35;6.17;7.64;20;0;4 / 8;0;6;3;1;2020-21
Belotti;TOR;34;6.41;7.59;13;0;4 / 5;0;6;4;0;2020-21
Osimhen;NAP;24;6.25;0.75;10;0;0 / 0;0;2;4;0;2020-21
Nzola;SPE;25;6.16;0.75;11;0;4 / 4;0;3;5;0;2020-21
Zalewski;ROM;1;0.65;0.75;0;0;0 / 0;0;1;0;0;2020-21
Mayoral;ROM;22;0.6;7.48;10;0;0 / 0;0;3;1;0;2020-21
De Paul;UDI;36;0.65;7.43;9;0;3 / 3;0;10;3;2;2020-21
Joao Pedro;CAG;37;6.16;7.41;16;0;4 / 5;0;3;4;0;2020-21
Malinovskyi;ATA;32;6.34;7.39;8;0;1 / 1;0;11;3;0;2020-21
Destro;GEN;24;6.06;7.38;11;0;0 / 0;0;1;5;0;2020-21
Rebic;MIL;27;6.07;7.33;11;0;0 / 0;0;4;4;1;2020-21
Morata;JUV;30;6.08;7.33;11;0;1 / 1;0;7;3;1;2020-21
Chiesa;JUV;30;6.35;7.33;9;0;0 / 0;0;5;3;1;2020-21
Kessie';MIL;37;6.42;7.31;13;0;11 / 13;0;4;8;0;2020-21
Mertens;NAP;28;6.11;7.29;9;0;0 / 0;0;7;2;0;2020-21
Sanchez;INT;26;6.37;7.29;7;0;0 / 1;0;6;0;0;2020-21
Gosens;ATA;32;6.27;7.28;11;0;0 / 0;0;6;7;1;2020-21
Vecino;INT;4;6.25;7.25;1;0;0 / 0;0;1;0;0;2020-21
Caicedo;LAZ;21;6.21;7.24;8;0;1 / 1;0;0;5;0;2020-21
Veretout;ROM;28;6.2;7.23;10;0;5 / 5;0;1;4;0;2020-21
Lozano;NAP;32;6.2;7.23;11;0;0 / 0;0;3;6;0;2020-21
Zielinski;NAP;36;6.33;7.22;8;0;0 / 0;0;9;2;0;2020-21
Verde;SPE;19;6.21;7.21;6;0;0 / 0;0;1;0;0;2020-21
Quagliarella;SAM;32;6.03;7.17;13;0;2 / 3;0;1;1;0;2020-21
Piccoli;SPE;13;0.6;7.15;5;0;0 / 0;0;0;0;0;2020-21
Milinkovic-Savic;LAZ;32;6.2;7.14;8;0;0 / 0;0;7;4;0;2020-21
Hakimi;INT;35;0.64;7.14;7;0;0 / 0;0;8;6;0;2020-21
Ilicic;ATA;28;6.2;7.12;6;0;2 / 2;0;9;2;0;2020-21
D'ambrosio;INT;8;6.06;7.12;3;0;0 / 0;0;0;2;0;2020-21
Ounas;CRO;20;6.32;0.71;4;0;0 / 0;0;4;1;0;2020-21
Pereiro;CAG;6;5.92;7.08;2;0;0 / 0;0;1;0;0;2020-21
Sanabria;TOR;14;0.6;7.07;5;0;0 / 0;0;1;2;0;2020-21
Politano;NAP;36;6.25;7.04;9;0;0 / 0;0;3;3;0;2020-21
Scamacca;GEN;26;6.13;7.04;8;0;2 / 2;0;2;1;0;2020-21
Petagna;NAP;16;6.09;7.03;4;0;0 / 0;0;3;0;0;2020-21
Viola;BEN;17;6.12;7.03;5;0;4 / 4;0;1;1;0;2020-21
Miranchuk;ATA;16;6.19;0.7;4;0;0 / 0;0;1;0;0;2020-21
Eyango;GEN;1;0.6;0.7;0;0;0 / 0;0;1;0;0;2020-21
Oddei;SAS;3;6.33;0.7;0;0;0 / 0;0;2;0;0;2020-21
Braaf;UDI;3;0.6;0.7;1;0;0 / 0;0;0;0;0;2020-21
Soriano;BOL;37;6.2;6.97;9;0;0 / 0;0;4;5;0;2020-21
Keita B.;SAM;22;6.09;6.95;7;0;0 / 0;0;1;4;1;2020-21
Pasalic;ATA;21;6.07;6.95;6;0;0 / 0;0;1;2;0;2020-21
Luis Alberto;LAZ;34;6.22;6.94;9;0;0 / 0;0;0;5;0;2020-21
Dybala;JUV;18;6.08;6.92;4;0;0 / 0;0;3;0;0;2020-21
Messias;CRO;36;6.17;6.92;9;0;0 / 0;0;3;6;0;2020-21
Shomurodov;GEN;30;0.61;6.92;8;0;0 / 0;0;1;1;0;2020-21
Pussetto;UDI;11;6.09;6.91;3;0;0 / 0;0;1;2;0;2020-21
Raspadori;SAS;22;6.11;6.91;6;0;0 / 0;0;0;1;0;2020-21
Torregrossa;SAM;4;6.12;6.88;1;0;0 / 0;0;0;0;0;2020-21
Correa;LAZ;28;5.95;6.86;8;0;1 / 1;0;3;1;1;2020-21
Candreva;SAM;33;6.17;6.82;5;0;2 / 2;0;7;1;0;2020-21
Calhanoglu;MIL;33;6.24;6.82;4;0;1 / 1;0;9;4;0;2020-21
Hernandez T.;MIL;33;6.17;6.82;7;0;0 / 0;0;5;9;0;2020-21
Pellegrini Lo.;ROM;33;6.15;6.79;7;0;1 / 1;0;5;10;0;2020-21
Barrow;BOL;38;6.03;6.79;8;0;0 / 1;0;8;0;0;2020-21
Zappacosta;GEN;25;6.28;6.78;4;0;0 / 0;0;2;3;0;2020-21
Gabbiadini;SAM;15;6.07;6.77;3;0;1 / 1;0;2;1;0;2020-21
Mihaila;PAR;15;6.17;6.77;3;0;0 / 0;0;1;2;0;2020-21
Dzeko;ROM;25;5.96;6.76;7;0;0 / 1;0;3;2;0;2020-21
Orsolini;BOL;31;5.98;6.76;7;0;3 / 3;0;3;0;0;2020-21
Santander;BOL;2;6.25;6.75;0;0;0 / 0;0;1;0;0;2020-21
Pobega;SPE;20;0.6;6.75;6;0;0 / 0;0;0;6;0;2020-21
Pandev;GEN;28;5.96;6.73;7;0;1 / 1;0;3;5;0;2020-21
Man;PAR;11;6.14;6.73;2;0;0 / 0;0;1;1;0;2020-21
Zaccagni;VER;35;6.23;6.71;5;0;1 / 1;0;5;6;0;2020-21
Rafael Leao;MIL;29;5.95;6.71;6;0;0 / 0;0;6;5;0;2020-21
Kucka;PAR;28;6.02;6.7;7;0;4 / 4;0;2;8;0;2020-21
Pinamonti;INT;5;0.61;0.67;1;0;0 / 0;0;0;0;0;2020-21
Pereyra;UDI;34;6.21;6.68;5;0;1 / 1;0;5;8;0;2020-21
Cuadrado;JUV;29;6.34;6.67;2;0;1 / 1;0;9;9;1;2020-21
Diaz B.;MIL;25;6.08;6.64;4;0;0 / 0;0;3;2;0;2020-21
Barak;VER;34;6.03;6.63;7;0;0 / 0;0;3;5;1;2020-21
Skriniar;INT;32;6.36;6.62;3;0;0 / 0;0;0;1;0;2020-21
Galabinov;SPE;8;5.88;6.62;3;0;0 / 1;0;0;0;0;2020-21
Saponara;SPE;9;6.06;6.61;2;0;0 / 0;0;0;0;1;2020-21
Barella;INT;36;6.29;6.61;3;0;0 / 0;0;5;5;0;2020-21
Darmian;INT;23;6.17;6.61;3;0;0 / 0;0;3;5;0;2020-21
Dimarco;VER;35;6.17;0.66;5;0;0 / 0;0;3;6;0;2020-21
Lammers;ATA;10;0.6;0.66;2;0;0 / 0;0;0;0;0;2020-21
Palacio;BOL;32;6.03;6.58;5;0;0 / 0;0;5;5;0;2020-21
Spinazzola;ROM;26;6.27;6.58;2;0;0 / 0;0;4;0;0;2020-21
Paz;BOL;6;6.08;6.58;1;0;0 / 0;0;0;0;0;2020-21
Pavoletti;CAG;22;6.02;6.55;4;0;0 / 0;0;3;8;0;2020-21
Ramsey;JUV;21;6.12;6.55;2;0;0 / 0;0;4;2;0;2020-21
Mckennie;JUV;33;6.11;6.55;5;0;0 / 0;0;2;5;0;2020-21
Freuler;ATA;33;6.3;6.52;2;0;0 / 0;0;3;5;0;2020-21
Sau;BEN;21;5.93;6.52;4;0;1 / 1;0;2;1;1;2020-21
Dermaku;PAR;1;0.65;0.65;0;0;0 / 0;0;0;0;0;2020-21
Capradossi;SPE;1;0.65;0.65;0;0;0 / 0;0;0;0;0;2020-21
Bonazzoli;TOR;16;5.97;0.65;2;0;0 / 0;0;3;2;0;2020-21
Pegolo;SAS;1;0.65;0.65;0;0;0 / 0;0;0;0;0;2020-21
Edera;TOR;1;0.65;0.65;0;0;0 / 0;0;0;0;0;2020-21
Eriksen;INT;23;6.13;0.65;3;0;0 / 0;0;0;1;0;2020-21
Letica;SAM;1;0.65;0.65;0;0;0 / 0;0;0;0;0;2020-21
Locatelli;SAS;34;6.24;6.49;4;0;2 / 2;0;1;9;0;2020-21
Lazovic;VER;31;6.05;6.48;3;0;0 / 0;0;6;3;0;2020-21
Verre;SAM;22;0.6;6.48;3;0;0 / 0;0;3;3;0;2020-21
Gagliardini;INT;23;6.04;6.48;3;0;0 / 0;0;2;2;0;2020-21
Bremer;TOR;33;6.06;6.48;5;0;0 / 0;0;0;2;0;2020-21
Hernani;PAR;31;5.89;6.48;7;0;1 / 1;0;3;11;0;2020-21
Faraoni;VER;34;6.09;6.47;4;0;0 / 0;0;5;8;0;2020-21
Lapadula;BEN;37;5.88;6.47;8;0;0 / 1;0;2;2;0;2020-21
Djuricic;SAS;31;5.97;6.47;5;0;1 / 1;0;3;5;0;2020-21
Traore' Hj.;SAS;32;6.03;6.47;5;0;0 / 0;0;2;6;0;2020-21
Boga;SAS;27;5.98;6.46;4;0;0 / 0;0;1;0;0;2020-21
Letizia;BEN;22;6.05;6.45;3;0;0 / 0;0;1;2;0;2020-21
Favilli;VER;10;0.59;6.45;2;0;0 / 0;0;0;1;0;2020-21
Jankto;SAM;33;5.88;6.44;6;0;0 / 0;0;3;6;0;2020-21
Danilo;JUV;34;6.32;6.44;1;0;0 / 0;0;4;6;0;2020-21
Caprari;BEN;30;5.92;6.43;5;0;0 / 1;0;6;3;1;2020-21
Gyasi;SPE;36;5.99;6.43;4;0;0 / 0;0;6;4;0;2020-21
Zaza;TOR;26;5.81;6.42;6;0;0 / 0;0;0;4;0;2020-21
Nuytinck;UDI;20;0.63;6.42;1;0;0 / 0;0;0;1;0;2020-21
Pedro;ROM;26;5.87;6.42;5;0;0 / 0;0;2;3;1;2020-21
Romero;ATA;31;6.32;6.42;2;0;0 / 0;0;2;10;0;2020-21
Nestorovski;UDI;15;5.93;0.64;2;0;0 / 0;0;1;1;0;2020-21
Kulusevski;JUV;34;6.06;6.4;4;0;0 / 0;0;3;7;0;2020-21
Demme;NAP;21;6.17;6.4;2;0;0 / 0;0;2;6;0;2020-21
Brozovic;INT;33;6.17;6.39;2;0;0 / 0;0;6;7;1;2020-21
Miguel Veloso;VER;19;0.6;6.39;2;0;2 / 2;0;2;1;0;2020-21
Mancini;ROM;33;6.12;6.39;4;0;0 / 0;0;2;10;0;2020-21
Defrel;SAS;28;0.6;6.38;3;0;0 / 0;0;2;1;0;2020-21
Farias;SPE;26;5.94;6.38;4;0;0 / 0;0;2;5;0;2020-21
Deulofeu;UDI;12;6.04;6.38;1;0;0 / 0;0;1;0;0;2020-21
Damsgaard;SAM;30;0.61;6.38;2;0;0 / 0;0;4;3;0;2020-21
Simeone;CAG;31;5.77;6.37;6;0;0 / 0;0;1;1;0;2020-21
Pelle';PAR;11;5.95;6.36;1;0;0 / 0;0;2;1;0;2020-21
Perisic;INT;31;5.95;6.35;4;0;0 / 0;0;2;3;0;2020-21
Tomori;MIL;17;6.18;6.35;1;0;0 / 0;0;0;0;0;2020-21
Ribery;FIO;29;6.07;6.34;2;0;0 / 0;0;6;6;1;2020-21
Lazzari;LAZ;32;6.11;6.33;2;0;0 / 0;0;5;2;1;2020-21
Hateboer;ATA;22;6.07;6.32;2;0;0 / 0;0;1;3;0;2020-21
De Vrij;INT;32;6.25;6.31;1;0;0 / 0;0;0;2;0;2020-21
Svanberg;BOL;32;5.91;6.31;5;0;0 / 0;0;2;6;1;2020-21
Ruiz;NAP;32;6.05;6.31;3;0;0 / 0;0;0;1;0;2020-21
Carles Perez;ROM;16;5.88;6.31;2;0;0 / 0;0;1;0;0;2020-21
Molina N.;UDI;26;5.9;6.31;2;0;0 / 0;0;5;1;0;2020-21
Hauge;MIL;13;5.85;6.31;2;0;0 / 0;0;0;0;0;2020-21
Sansone;BOL;22;5.95;6.3;2;0;0 / 0;0;2;2;0;2020-21
Okaka;UDI;22;5.75;6.3;4;0;0 / 0;0;1;2;0;2020-21
Eysseric;FIO;14;5.93;6.29;2;0;0 / 0;0;0;2;0;2020-21
Badelj;GEN;29;6.19;6.28;1;0;0 / 0;0;3;7;0;2020-21
Bonaventura;FIO;32;6.02;6.28;3;0;0 / 0;0;2;5;0;2020-21
Iago Falque;BEN;9;5.83;6.28;1;0;0 / 0;0;1;0;0;2020-21
Sottil;CAG;20;0.6;6.28;2;0;0 / 0;0;1;3;0;2020-21
Castrovilli;FIO;32;5.88;6.28;5;0;0 / 0;0;3;8;1;2020-21
Skov Olsen;BOL;25;5.92;6.26;2;0;0 / 0;0;3;1;0;2020-21
Elmas;NAP;21;5.98;6.26;2;0;0 / 0;0;1;2;0;2020-21
Ranocchia;INT;8;6.25;6.25;0;0;0 / 0;0;1;2;0;2020-21
Karsdorp;ROM;34;6.01;6.25;1;0;0 / 0;0;6;2;0;2020-21
Pessina;ATA;26;6.02;6.25;2;0;0 / 0;0;1;2;0;2020-21
Terracciano;FIO;4;0.65;6.25;0;4;0 / 0;1;0;0;0;2020-21
Gervinho;PAR;27;5.65;6.24;5;0;0 / 0;0;1;0;0;2020-21
Di Lorenzo;NAP;36;6.06;6.24;3;0;0 / 0;0;3;11;0;2020-21
Yoshida;SAM;29;6.14;6.24;1;0;0 / 0;0;2;5;0;2020-21
Marin;CAG;37;5.95;6.24;3;0;0 / 0;0;5;6;0;2020-21
De Ligt;JUV;26;6.15;6.23;1;0;0 / 0;0;1;4;0;2020-21
Nandez;CAG;32;6.09;6.23;2;0;0 / 0;0;3;7;1;2020-21
Maggiore;SPE;32;5.97;6.23;3;0;0 / 0;0;1;3;0;2020-21
Brunetta;PAR;11;5.91;6.23;1;0;0 / 0;0;2;3;0;2020-21
Young;INT;23;0.6;6.22;1;0;0 / 0;0;4;4;0;2020-21
Rrahmani;NAP;14;6.07;6.21;1;0;0 / 0;0;0;2;0;2020-21
Calabria;MIL;32;6.16;6.2;2;0;0 / 0;0;1;7;0;2020-21
Ansaldi;TOR;27;5.93;6.2;1;0;1 / 1;0;5;1;0;2020-21
Kjaer;MIL;28;6.21;6.2;0;0;0 / 0;0;1;3;0;2020-21
Erlic;SPE;22;5.89;6.2;3;0;0 / 0;0;1;6;0;2020-21
Buffon;JUV;8;6.44;6.19;0;5;0 / 0;1;0;0;0;2020-21
Alex Sandro;JUV;24;6.02;6.19;2;0;0 / 0;0;1;2;0;2020-21
Vignato;BOL;25;5.98;6.18;1;0;0 / 0;0;4;4;0;2020-21
Rabiot;JUV;33;5.89;6.18;4;0;0 / 0;0;1;5;1;2020-21
Ouwejan;UDI;11;0.6;6.18;0;0;0 / 0;0;2;0;0;2020-21
Strootman;GEN;18;6.19;6.17;0;0;0 / 0;0;3;7;0;2020-21
Mandragora;TOR;27;5.89;6.17;3;0;0 / 0;0;1;3;1;2020-21
Pastore;ROM;3;6.17;6.17;0;0;0 / 0;0;0;0;0;2020-21
Leo' Sena;SPE;15;6.17;6.17;0;0;0 / 0;0;0;0;0;2020-21
Bastoni S.;SPE;21;5.9;6.17;1;0;0 / 0;0;6;7;0;2020-21
Pastina;BEN;3;0.6;6.17;0;0;0 / 0;0;1;1;0;2020-21
Salcedo E.;VER;16;5.81;6.16;2;0;0 / 0;0;1;3;0;2020-21
Bakayoko;NAP;27;6.04;6.15;2;0;0 / 0;0;0;4;1;2020-21
Thorsby;SAM;33;0.6;6.15;3;0;0 / 0;0;1;10;0;2020-21
Insigne R.;BEN;30;5.85;6.15;2;0;0 / 0;0;4;2;0;2020-21
Colley;SAM;29;6.03;6.14;2;0;0 / 0;0;0;6;0;2020-21
Bourabia;SAS;11;5.91;6.14;1;0;0 / 0;0;0;2;0;2020-21
Pezzella Giu.;PAR;24;5.98;6.12;1;0;0 / 0;0;4;7;0;2020-21
Tello;BEN;13;5.92;6.12;1;0;0 / 0;0;0;2;0;2020-21
Pjaca;GEN;29;5.74;6.12;3;0;0 / 0;0;2;0;0;2020-21
Vidal;INT;20;6.05;6.12;1;0;0 / 0;0;0;3;0;2020-21
Arthur;JUV;20;6.05;6.12;1;0;0 / 0;0;0;3;0;2020-21
Saelemaekers;MIL;32;5.92;6.12;2;0;0 / 0;0;4;5;1;2020-21
Ilic;VER;28;5.95;6.12;2;0;0 / 0;0;0;2;0;2020-21
Arslan;UDI;29;5.97;6.12;3;0;0 / 0;0;0;9;0;2020-21
Tomiyasu;BOL;31;6.05;6.11;2;0;0 / 0;0;0;4;0;2020-21
Izzo;TOR;25;5.92;0.61;2;0;0 / 0;0;0;3;0;2020-21
Karamoh;PAR;21;5.79;6.1;2;0;0 / 0;0;1;3;0;2020-21
Krunic;MIL;17;5.85;6.09;1;0;0 / 0;0;2;3;0;2020-21
Nainggolan;CAG;23;6.07;6.09;1;0;0 / 0;0;0;5;0;2020-21
Dalot;MIL;17;5.97;6.09;1;0;0 / 0;0;1;4;0;2020-21
Demiral;JUV;11;6.05;6.09;0;0;0 / 0;0;1;1;0;2020-21
Ismajli;SPE;16;5.94;6.09;1;0;0 / 0;0;1;1;1;2020-21
Lykogiannis;CAG;30;5.78;6.08;4;0;0 / 0;0;2;6;2;2020-21
Kurtic;PAR;34;5.79;6.07;4;0;0 / 0;0;0;5;0;2020-21
